congress,publishdate,title,section,browseline1,firstpage,textfile
106,"February 1, 2000","Representative Don Sherwood, Biography",REPRESENTATIVE,Don Sherwood ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-10.htm
106,"February 1, 2000","Representative Bud Shuster, Biography",REPRESENTATIVE,Bud Shuster ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-9.htm
106,"February 1, 2000","Representative Pat Toomey, Biography",REPRESENTATIVE,Pat Toomey ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-15.htm
106,"February 1, 2000","Representative Curt Weldon, Biography",REPRESENTATIVE,Curt Weldon ,Pennsylvania (PA),CDIR-2000-02-01/html/CDIR-2000-02-01-PA-H-7.htm
106,"February 1, 2000",Puerto Rico State Delegation,STATEDELEGATION,Puerto Rico (PR) Congressional Delegation ,Puerto Rico (PR),CDIR-2000-02-01/html/CDIR-2000-02-01-PR.htm
106,"February 1, 2000","Residentcommissioner Carlos Romero-Barcelo, Biography",RESIDENTCOMMISSIONER,CARLOS ROMERO-BARCELO (PR) ,Puerto Rico (PR),CDIR-2000-02-01/html/CDIR-2000-02-01-PR-H.htm
106,"February 1, 2000",Rhode Island State Delegation,STATEDELEGATION,Rhode Island (RI) Congressional Delegation ,Rhode Island (RI),CDIR-2000-02-01/html/CDIR-2000-02-01-RI.htm
106,"February 1, 2000","Senator Lincoln Chafee, Biography",SENATOR,Lincoln Chafee ,Rhode Island (RI),CDIR-2000-02-01/html/CDIR-2000-02-01-RI-S-2.htm
106,"February 1, 2000","Senator Jack Reed, Biography",SENATOR,Jack Reed ,Rhode Island (RI),CDIR-2000-02-01/html/CDIR-2000-02-01-RI-S-1.htm
106,"February 1, 2000","Representative Patrick J. Kennedy, Biography",REPRESENTATIVE,Patrick J. Kennedy ,Rhode Island (RI),CDIR-2000-02-01/html/CDIR-2000-02-01-RI-H-1.htm
106,"February 1, 2000","Representative Robert A. Weygand, Biography",REPRESENTATIVE,Robert A. Weygand ,Rhode Island (RI),CDIR-2000-02-01/html/CDIR-2000-02-01-RI-H-2.htm
106,"February 1, 2000",South Carolina State Delegation,STATEDELEGATION,South Carolina (SC) Congressional Delegation ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC.htm
106,"February 1, 2000","Senator Ernest F. Hollings, Biography",SENATOR,Ernest F. Hollings ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-S-2.htm
106,"February 1, 2000","Senator Strom Thurmond, Biography",SENATOR,Strom Thurmond ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-S-1.htm
106,"February 1, 2000","Representative James E. Clyburn, Biography",REPRESENTATIVE,James E. Clyburn ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-H-6.htm
106,"February 1, 2000","Representative Jim Demint, Biography",REPRESENTATIVE,Jim DeMint ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-H-4.htm
106,"February 1, 2000","Representative Lindsey Graham, Biography",REPRESENTATIVE,Lindsey Graham ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-H-3.htm
106,"February 1, 2000","Representative Mark Sanford, Biography",REPRESENTATIVE,Mark Sanford ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-H-1.htm
106,"February 1, 2000","Representative Floyd Spence, Biography",REPRESENTATIVE,Floyd Spence ,South Carolina (SC),CDIR-2000-02-01/html/CDIR-2000-02-01-SC-H-2.htm
106,"February 1, 2000",South Dakota State Delegation,STATEDELEGATION,South Dakota (SD) Congressional Delegation ,South Dakota (SD),CDIR-2000-02-01/html/CDIR-2000-02-01-SD.htm
106,"February 1, 2000","Senator Thomas A. Daschle, Biography",SENATOR,Thomas A. Daschle ,South Dakota (SD),CDIR-2000-02-01/html/CDIR-2000-02-01-SD-S-1.htm
106,"February 1, 2000","Senator Tim Johnson, Biography",SENATOR,Tim Johnson ,South Dakota (SD),CDIR-2000-02-01/html/CDIR-2000-02-01-SD-S-2.htm
106,"February 1, 2000","Representative John Thune, Biography",REPRESENTATIVE,John Thune ,South Dakota (SD),CDIR-2000-02-01/html/CDIR-2000-02-01-SD-H-0.htm
106,"February 1, 2000",Tennessee State Delegation,STATEDELEGATION,Tennessee (TN) Congressional Delegation ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN.htm
106,"February 1, 2000","Senator , Biography",SENATOR,(TN) ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-S-1.htm
106,"February 1, 2000","Senator Fred Thompson, Biography",SENATOR,Fred Thompson ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-S-2.htm
106,"February 1, 2000","Representative Ed Bryant, Biography",REPRESENTATIVE,Ed Bryant ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-7.htm
106,"February 1, 2000","Representative Bob Clement, Biography",REPRESENTATIVE,Bob Clement ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-5.htm
106,"February 1, 2000","Representative John J. Duncan, Jr., Biography",REPRESENTATIVE,"John J. Duncan, Jr. ",Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-2.htm
106,"February 1, 2000","Representative Harold E. Ford Jr., Biography",REPRESENTATIVE,Harold E. Ford Jr. ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-9.htm
106,"February 1, 2000","Representative Bart Gordon, Biography",REPRESENTATIVE,Bart Gordon ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-6.htm
106,"February 1, 2000","Representative Van Hilleary, Biography",REPRESENTATIVE,Van Hilleary ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-4.htm
106,"February 1, 2000","Representative William L. Jenkins, Biography",REPRESENTATIVE,William L. Jenkins ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-1.htm
106,"February 1, 2000","Representative John S. Tanner, Biography",REPRESENTATIVE,John S. Tanner ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-8.htm
106,"February 1, 2000","Representative Zach Wamp, Biography",REPRESENTATIVE,Zach Wamp ,Tennessee (TN),CDIR-2000-02-01/html/CDIR-2000-02-01-TN-H-3.htm
106,"February 1, 2000",Texas State Delegation,STATEDELEGATION,Texas (TX) Congressional Delegation ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX.htm
106,"February 1, 2000","Senator Phil Gramm, Biography",SENATOR,Phil Gramm ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-S-1.htm
106,"February 1, 2000","Senator Kay Bailey Hutchison, Biography",SENATOR,Kay Bailey Hutchison ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-S-2.htm
106,"February 1, 2000","Representative Bill Archer, Biography",REPRESENTATIVE,Bill Archer ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-7.htm
106,"February 1, 2000","Representative Richard K. Armey, Biography",REPRESENTATIVE,Richard K. Armey ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-26.htm
106,"February 1, 2000","Representative Joe Barton, Biography",REPRESENTATIVE,Joe Barton ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-6.htm
106,"February 1, 2000","Representative Ken Bentsen, Biography",REPRESENTATIVE,Ken Bentsen ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-25.htm
106,"February 1, 2000","Representative Henry Bonilla, Biography",REPRESENTATIVE,Henry Bonilla ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-23.htm
106,"February 1, 2000","Representative Kevin Brady, Biography",REPRESENTATIVE,Kevin Brady ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-8.htm
106,"February 1, 2000","Representative Larry Combest, Biography",REPRESENTATIVE,Larry Combest ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-19.htm
106,"February 1, 2000","Representative Tom Delay, Biography",REPRESENTATIVE,Tom DeLay ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-22.htm
106,"February 1, 2000","Representative Lloyd Doggett, Biography",REPRESENTATIVE,Lloyd Doggett ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-10.htm
106,"February 1, 2000","Representative Chet Edwards, Biography",REPRESENTATIVE,Chet Edwards ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-11.htm
106,"February 1, 2000","Representative Martin Frost, Biography",REPRESENTATIVE,Martin Frost ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-24.htm
106,"February 1, 2000","Representative Charles A. Gonzalez, Biography",REPRESENTATIVE,Charles A. Gonzalez ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-20.htm
106,"February 1, 2000","Representative Kay Granger, Biography",REPRESENTATIVE,Kay Granger ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-12.htm
106,"February 1, 2000","Representative Gene Green, Biography",REPRESENTATIVE,Gene Green ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-29.htm
106,"February 1, 2000","Representative Ralph M. Hall, Biography",REPRESENTATIVE,Ralph M. Hall ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-4.htm
106,"February 1, 2000","Representative Ruben Hinojosa, Biography",REPRESENTATIVE,Ruben Hinojosa ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-15.htm
106,"February 1, 2000","Representative Sheila Jackson Lee, Biography",REPRESENTATIVE,Sheila Jackson Lee ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-18.htm
106,"February 1, 2000","Representative Eddie Bernice Johnson, Biography",REPRESENTATIVE,Eddie Bernice Johnson ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-30.htm
106,"February 1, 2000","Representative Sam Johnson, Biography",REPRESENTATIVE,Sam Johnson ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-3.htm
106,"February 1, 2000","Representative Nick Lampson, Biography",REPRESENTATIVE,Nick Lampson ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-9.htm
106,"February 1, 2000","Representative Ron Paul, Biography",REPRESENTATIVE,Ron Paul ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-14.htm
106,"February 1, 2000","Representative Silvestre Reyes, Biography",REPRESENTATIVE,Silvestre Reyes ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-16.htm
106,"February 1, 2000","Representative Ciro D. Rodriguez, Biography",REPRESENTATIVE,Ciro D. Rodriguez ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-28.htm
106,"February 1, 2000","Representative Max Sandlin, Biography",REPRESENTATIVE,Max Sandlin ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-1.htm
106,"February 1, 2000","Representative Pete Sessions, Biography",REPRESENTATIVE,Pete Sessions ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-5.htm
106,"February 1, 2000","Representative Lamar Smith, Biography",REPRESENTATIVE,Lamar Smith ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-21.htm
106,"February 1, 2000","Representative Charles W. Stenholm, Biography",REPRESENTATIVE,Charles W. Stenholm ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-17.htm
106,"February 1, 2000","Representative Mac Thornberry, Biography",REPRESENTATIVE,Mac Thornberry ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-13.htm
106,"February 1, 2000","Representative Jim Turner, Biography",REPRESENTATIVE,Jim Turner ,Texas (TX),CDIR-2000-02-01/html/CDIR-2000-02-01-TX-H-2.htm
106,"February 1, 2000",Utah State Delegation,STATEDELEGATION,Utah (UT) Congressional Delegation ,Utah (UT),CDIR-2000-02-01/html/CDIR-2000-02-01-UT.htm
106,"February 1, 2000","Senator Robert F. Bennett, Biography",SENATOR,Robert F. Bennett ,Utah (UT),CDIR-2000-02-01/html/CDIR-2000-02-01-UT-S-2.htm
106,"February 1, 2000","Senator Orrin G. Hatch, Biography",SENATOR,Orrin G. Hatch ,Utah (UT),CDIR-2000-02-01/html/CDIR-2000-02-01-UT-S-1.htm
106,"February 1, 2000","Representative Merrill Cook, Biography",REPRESENTATIVE,Merrill Cook ,Utah (UT),CDIR-2000-02-01/html/CDIR-2000-02-01-UT-H-2.htm
106,"February 1, 2000","Representative James V. Hansen, Biography",REPRESENTATIVE,James V. Hansen ,Utah (UT),CDIR-2000-02-01/html/CDIR-2000-02-01-UT-H-1.htm
106,"February 1, 2000",Vermont State Delegation,STATEDELEGATION,Vermont (VT) Congressional Delegation ,Vermont (VT),CDIR-2000-02-01/html/CDIR-2000-02-01-VT.htm
106,"February 1, 2000","Senator James M. Jeffords, Biography",SENATOR,James M. Jeffords ,Vermont (VT),CDIR-2000-02-01/html/CDIR-2000-02-01-VT-S-2.htm
106,"February 1, 2000","Senator Patrick J. Leahy, Biography",SENATOR,Patrick J. Leahy ,Vermont (VT),CDIR-2000-02-01/html/CDIR-2000-02-01-VT-S-1.htm
106,"February 1, 2000","Representative Bernard Sanders, Biography",REPRESENTATIVE,Bernard Sanders ,Vermont (VT),CDIR-2000-02-01/html/CDIR-2000-02-01-VT-H-0.htm
106,"February 1, 2000",Virgin Islands State Delegation,STATEDELEGATION,Virgin Islands (VI) Congressional Delegation ,Virgin Islands (VI),CDIR-2000-02-01/html/CDIR-2000-02-01-VI.htm
106,"February 1, 2000","Delegate Donna Mc Christensen, Biography",DELEGATE,DONNA MC CHRISTENSEN (VI) ,Virgin Islands (VI),CDIR-2000-02-01/html/CDIR-2000-02-01-VI-H.htm
106,"February 1, 2000",Virginia State Delegation,STATEDELEGATION,Virginia (VA) Congressional Delegation ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA.htm
106,"February 1, 2000","Senator Charles S. Robb, Biography",SENATOR,Charles S. Robb ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-S-2.htm
106,"February 1, 2000","Senator John Warner, Biography",SENATOR,John Warner ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-S-1.htm
106,"February 1, 2000","Representative Herbert H. Bateman, Biography",REPRESENTATIVE,Herbert H. Bateman ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-1.htm
106,"February 1, 2000","Representative Tom Bliley, Biography",REPRESENTATIVE,Tom Bliley ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-7.htm
106,"February 1, 2000","Representative Rick Boucher, Biography",REPRESENTATIVE,Rick Boucher ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-9.htm
106,"February 1, 2000","Representative Tom Davis, Biography",REPRESENTATIVE,Tom Davis ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-11.htm
106,"February 1, 2000","Representative Virgil H. Goode Jr., Biography",REPRESENTATIVE,Virgil H. Goode Jr. ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-5.htm
106,"February 1, 2000","Representative Bob Goodlatte, Biography",REPRESENTATIVE,Bob Goodlatte ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-6.htm
106,"February 1, 2000","Representative James P. Moran, Biography",REPRESENTATIVE,James P. Moran ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-8.htm
106,"February 1, 2000","Representative Owen B. Pickett, Biography",REPRESENTATIVE,Owen B. Pickett ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-2.htm
106,"February 1, 2000","Representative Robert C. ""bobby"" Scott, Biography",REPRESENTATIVE,"Robert C. ""Bobby"" Scott ",Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-3.htm
106,"February 1, 2000","Representative Norman Sisisky, Biography",REPRESENTATIVE,Norman Sisisky ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-4.htm
106,"February 1, 2000","Representative Frank R. Wolf, Biography",REPRESENTATIVE,Frank R. Wolf ,Virginia (VA),CDIR-2000-02-01/html/CDIR-2000-02-01-VA-H-10.htm
106,"February 1, 2000",Washington State Delegation,STATEDELEGATION,Washington (WA) Congressional Delegation ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA.htm
106,"February 1, 2000","Senator Slade Gorton, Biography",SENATOR,Slade Gorton ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-S-1.htm
106,"February 1, 2000","Senator Patty Murray, Biography",SENATOR,Patty Murray ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-S-2.htm
106,"February 1, 2000","Representative Brian Baird, Biography",REPRESENTATIVE,Brian Baird ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-3.htm
106,"February 1, 2000","Representative Jennifer Dunn, Biography",REPRESENTATIVE,Jennifer Dunn ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-8.htm
106,"February 1, 2000","Representative Doc Hastings, Biography",REPRESENTATIVE,Doc Hastings ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-4.htm
106,"February 1, 2000","Representative Jay Inslee, Biography",REPRESENTATIVE,Jay Inslee ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-1.htm
106,"February 1, 2000","Representative Jim Mcdermott, Biography",REPRESENTATIVE,Jim McDermott ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-7.htm
106,"February 1, 2000","Representative Jack Metcalf, Biography",REPRESENTATIVE,Jack Metcalf ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-2.htm
106,"February 1, 2000","Representative George R. Nethercutt Jr., Biography",REPRESENTATIVE,George R. Nethercutt Jr. ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-5.htm
106,"February 1, 2000","Representative Adam Smith, Biography",REPRESENTATIVE,Adam Smith ,Washington (WA),CDIR-2000-02-01/html/CDIR-2000-02-01-WA-H-9.htm
106,"February 1, 2000",West Virginia State Delegation,STATEDELEGATION,West Virginia (WV) Congressional Delegation ,West Virginia (WV),CDIR-2000-02-01/html/CDIR-2000-02-01-WV.htm
106,"February 1, 2000","Senator Robert C. Byrd, Biography",SENATOR,Robert C. Byrd ,West Virginia (WV),CDIR-2000-02-01/html/CDIR-2000-02-01-WV-S-1.htm
106,"February 1, 2000","Senator John D. Rockefeller IV, Biography",SENATOR,JOHN D. ROCKEFELLER IV (WV) ,West Virginia (WV),CDIR-2000-02-01/html/CDIR-2000-02-01-WV-S-2.htm
106,"February 1, 2000","Representative Nick Rahall II, Biography",REPRESENTATIVE,NICK RAHALL II (WV) ,West Virginia (WV),CDIR-2000-02-01/html/CDIR-2000-02-01-WV-H-3.htm
106,"February 1, 2000","Representative Alan B. Mollohan, Biography",REPRESENTATIVE,Alan B. Mollohan ,West Virginia (WV),CDIR-2000-02-01/html/CDIR-2000-02-01-WV-H-1.htm
106,"February 1, 2000","Representative Robert E. Wise Jr., Biography",REPRESENTATIVE,Robert E. Wise Jr. ,West Virginia (WV),CDIR-2000-02-01/html/CDIR-2000-02-01-WV-H-2.htm
106,"February 1, 2000",Wisconsin State Delegation,STATEDELEGATION,Wisconsin (WI) Congressional Delegation ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI.htm
106,"February 1, 2000","Senator Russell D. Feingold, Biography",SENATOR,Russell D. Feingold ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-S-2.htm
106,"February 1, 2000","Senator Herb Kohl, Biography",SENATOR,Herb Kohl ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-S-1.htm
106,"February 1, 2000","Representative Tammy Baldwin, Biography",REPRESENTATIVE,Tammy Baldwin ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-2.htm
106,"February 1, 2000","Representative Thomas M. Barrett, Biography",REPRESENTATIVE,Thomas M. Barrett ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-5.htm
106,"February 1, 2000","Representative Mark Green, Biography",REPRESENTATIVE,Mark Green ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-8.htm
106,"February 1, 2000","Representative Ron Kind, Biography",REPRESENTATIVE,Ron Kind ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-3.htm
106,"February 1, 2000","Representative Gerald D. Kleczka, Biography",REPRESENTATIVE,Gerald D. Kleczka ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-4.htm
106,"February 1, 2000","Representative Thomas E. Petri, Biography",REPRESENTATIVE,Thomas E. Petri ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-6.htm
106,"February 1, 2000","Representative Paul D. Ryan, Biography",REPRESENTATIVE,Paul D. Ryan ,Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-1.htm
106,"February 1, 2000","Representative F. James Sensenbrenner, Jr., Biography",REPRESENTATIVE,"F. James Sensenbrenner, Jr. ",Wisconsin (WI),CDIR-2000-02-01/html/CDIR-2000-02-01-WI-H-9.htm
106,"February 1, 2000",Wyoming State Delegation,STATEDELEGATION,Wyoming (WY) Congressional Delegation ,Wyoming (WY),CDIR-2000-02-01/html/CDIR-2000-02-01-WY.htm
106,"February 1, 2000","Senator Michael B. Enzi, Biography",SENATOR,Michael B. Enzi ,Wyoming (WY),CDIR-2000-02-01/html/CDIR-2000-02-01-WY-S-2.htm
106,"February 1, 2000","Senator Craig Thomas, Biography",SENATOR,Craig Thomas ,Wyoming (WY),CDIR-2000-02-01/html/CDIR-2000-02-01-WY-S-1.htm
106,"February 1, 2000","Representative Barbara Cubin, Biography",REPRESENTATIVE,Barbara Cubin ,Wyoming (WY),CDIR-2000-02-01/html/CDIR-2000-02-01-WY-H-0.htm
106,"June 15, 1999",THE VICE PRESIDENT,,THE VICE PRESIDENT ,,CDIR-1999-06-15/html/CDIR-1999-06-15-CONGRESSMEMBERSTATE.htm
106,"June 15, 1999",Alabama State Delegation,STATEDELEGATION,Alabama (AL) Congressional Delegation ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL.htm
106,"June 15, 1999","Senator Jeff Sessions, Biography",SENATOR,Jeff Sessions ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-S-2.htm
106,"June 15, 1999","Senator Richard C. Shelby, Biography",SENATOR,Richard C. Shelby ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-S-1.htm
106,"June 15, 1999","Representative Robert B. Aderholt, Biography",REPRESENTATIVE,Robert B. Aderholt ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-H-4.htm
106,"June 15, 1999","Representative Spencer Bachus, Biography",REPRESENTATIVE,Spencer Bachus ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-H-6.htm
106,"June 15, 1999","Representative Sonny Callahan, Biography",REPRESENTATIVE,Sonny Callahan ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-H-1.htm
106,"June 15, 1999","Representative Robert E. (bud) Cramer Jr., Biography",REPRESENTATIVE,Robert E. (Bud) Cramer Jr. ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-H-5.htm
106,"June 15, 1999","Representative Terry Everett, Biography",REPRESENTATIVE,Terry Everett ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-H-2.htm
106,"June 15, 1999","Representative Earl F. Hilliard, Biography",REPRESENTATIVE,Earl F. Hilliard ,Alabama (AL),CDIR-1999-06-15/html/CDIR-1999-06-15-AL-H-7.htm
